,Date,time,handle,tweet,compound,American,Delta,Southwest,United,tweets_clean1,hashtags,cluster_num
23181,2017-11-03,22:43:39,DeliciousSTL,What’s awesome? Flipping through @SouthwestAir #magazine and seeing an #STL favorite mentioned. Go to @guerrillastreet! Love those guys.,0.9117,0.0,0.0,1.0,0.0,what is awesome flipping #magazine seeing #stl favorite mentioned go love guys,"['#magazine', '#stl']",2
23182,2017-11-03,22:42:39,texanstuna,@SouthwestAir Thanks for the reply. We love flying @SouthwestAir !!,0.8264,0.0,0.0,1.0,0.0,thanks reply love flying,,2
23204,2017-11-03,22:24:06,arnoldtijerina,"Ive had lots of great conversations (and help) from the @SouthwestAir social team. Perhaps it's ""offline"" but if they help, that's the point",0.7269,0.0,0.0,1.0,0.0,i have lots great conversations help social team perhaps offline help thats point,,3
23208,2017-11-03,22:21:00,samanthatino,Margarita in Denver at the ticket counter was fabulous! Thank you for your professionalism. @SouthwestAir,0.7345,0.0,0.0,1.0,0.0,margarita denver ticket counter fabulous thank professionalism,,3
23210,2017-11-03,22:18:36,sigmavic,@BrookeBerra @SouthwestAir Not good!  Hope we don’t have any delays on our flight to Cabo next week,0.7263,0.0,0.0,1.0,0.0,good hope do not delays flight cabo next week,,4
23211,2017-11-03,22:17:57,OGormanWHC,"It’s the little, unexpected things in life that bring most pleasure thanks @SouthwestAir - much appreciated",0.8878,0.0,0.0,1.0,0.0,little unexpected things life bring pleasure thanks much appreciated,,4
23215,2017-11-03,22:16:42,aradsliff,"@away And, of course, my other one true love: @SouthwestAir.",0.7906,0.0,0.0,1.0,0.0,course one true love,,2
23226,2017-11-03,22:08:43,sharri2321,"@Southwestair If I buy a ticket with my credit card for my mom, who gets the rapid reward points.",0.743,0.0,0.0,1.0,0.0,buy ticket credit card mom gets rapid reward points,,3
23231,2017-11-03,22:06:48,RichardW022,Thank you @SouthwestAir for the nice gift. Very cool way to get powered up!,0.8775,0.0,0.0,1.0,0.0,thank nice gift cool way get powered,,3
23232,2017-11-03,22:03:25,broadcastbooth,"Kudos @SouthwestAir pilots for keeping us well informed while we circled, then finding a sliver in the sea of fog to land us safely.",0.8225,0.0,0.0,1.0,0.0,kudos pilots keeping us well informed circled finding sliver sea fog land us safely,,4
23233,2017-11-03,22:03:17,imanimarie,"Had a great @SouthwestAir flight yesterday: got a seat with TWO windows, could fully extend my legs, and got a row to myself! Luv you guys!",0.7702,0.0,0.0,1.0,0.0,great flight yesterday got seat two windows could fully extend legs got row love guys,,3
23234,2017-11-03,22:03:12,mlndlrbill,@SouthwestAir the Gate Agents at B15 just handled a situation with such grace and compassion #FridayFeelings #Rockstars #Customer4life,0.7003,0.0,0.0,1.0,0.0,gate agents b15 handled situation grace compassion #fridayfeelings #rockstars #customer4life,"['#fridayfeelings', '#rockstars', '#customer4life']",3
23243,2017-11-03,21:56:53,signingtime50,@SouthwestAir gotta love when u take off 20 mins late &amp; only have a 50 min layover and there is no sense of anyone caring to move this plane,0.7351,0.0,0.0,1.0,0.0,gotta love take minutes late and min layover sense anyone caring move plane,,2
23251,2017-11-03,21:51:03,suspectcelery,"@SouthwestAir Managed to barely make the connector, for the third time in 6 days. Your captains have been wonderful. Thanks for checking in.",0.765,0.0,0.0,1.0,0.0,managed barely make connector third time days captains wonderful thanks checking,,4
23252,2017-11-03,21:50:46,kateblackman,Getting home earlier than planned thanks @SouthwestAir and Jasmine @BWI_Airport. Jasmine just made my night - she needs a raise! Thanks SWA!,0.7494,0.0,0.0,1.0,0.0,getting home earlier planned thanks jasmine jasmine made night needs raise thanks swa,,3
23258,2017-11-03,21:44:45,wessims,"Few things sadder than forgetting your @SouthwestAir drink coupons! Oh, the humanity! Beautiful flight though and great trip!",0.7562,0.0,0.0,1.0,0.0,things sadder forgetting drink coupons oh humanity beautiful flight though great trip,,1
23275,2017-11-03,21:31:09,MManningIEI,Two changes to my @SouthwestAir flight for a total cost of...a $20 credit! The best business model and customer service in the business.,0.7959,0.0,0.0,1.0,0.0,two changes flight total cost ofa credit best business model customer service business,,0
23286,2017-11-03,21:21:06,Singlemomsorg,TY to @SouthwestAir ​ for supporting the expansion of our program!  dream is to support single mom college students in numerous states!,0.8889,0.0,0.0,1.0,0.0,ty supporting expansion program dream support single mom college students numerous states,,3
23288,2017-11-03,21:18:41,domcoulon,"@SouthwestAir took care of my friend today, her foster daughter and an unaccompanied minor. This is why I fly SW every week.",0.7506,0.0,0.0,1.0,0.0,took care friend today foster daughter unaccompanied minor fly sw every week,,3
23289,2017-11-03,21:18:17,BrookeOlson1,How fun to see our @Diamondresorts ambassador @leebrice in the @SouthwestAir magazine.  Proud to work for such a great company. #happyfriday,0.8885,0.0,0.0,1.0,0.0,fun see ambassador magazine proud work great company #happyfriday,['#happyfriday'],0
23290,2017-11-03,21:13:48,jenchentran,@SouthwestAir I ️ you SW Airlines! These are some of my favorite destinations. You are so much better than some other airlines that shall not be named!,0.7758,0.0,0.0,1.0,0.0,sw airlines favorite destinations much better airlines shall named,,0
23314,2017-11-03,20:55:08,MrsTuYehey,@SheaSerrano Update: I left the book on my @SouthwestAir flight from SAT to PHX (en route to SJC). I hope they enjoy it. #FOHarmy,0.7269,0.0,0.0,1.0,0.0,update left book flight sat phx en route sjc hope enjoy #foharmy,['#foharmy'],3
23331,2017-11-03,20:36:20,dnelson_0668,@SouthwestAir Haha. Cool. Looking forward to it. Thanks. You guys are the best!,0.9134,0.0,0.0,1.0,0.0,haha cool looking forward thanks guys best,,3
23343,2017-11-03,20:25:03,gringomike73,@SouthwestAir thank you!!! I’ve been out of these for a minute or two. Just in time to help cope with all of the holiday travelers! Cheers!,0.9036,0.0,0.0,1.0,0.0,thank i have minute two time help cope holiday travelers cheers,,3
23344,2017-11-03,20:23:45,FlyICT,Save on holiday travel with @SouthwestAir's 3 day sale!,0.7345,0.0,0.0,1.0,0.0,save holiday travel day sale,,3
23345,2017-11-03,20:23:21,Carrichka,@SouthwestAir why is your wifi so unreliable? U have to know about it. Would never fly you but you have good awards program. #alistpreferred,0.8338,0.0,0.0,1.0,0.0,wifi unreliable know would never fly good awards program #alistpreferred,['#alistpreferred'],1
23347,2017-11-03,20:18:08,MissMarple2,@BrianGriffiths @Gormogons @SouthwestAir My son reminds me they played live music on the Titanic as it sank.  LOL!,0.7371,0.0,0.0,1.0,0.0,son reminds played live music titanic sank lol,,4
23349,2017-11-03,20:16:24,hongle,@SouthwestAir Am I still eligible for the companion special if I apply for the card through a referral from a friend?,0.7096,0.0,0.0,1.0,0.0,still eligible companion special apply card referral friend,,3
23350,2017-11-03,20:14:38,RileySullivan3,"@OrlandoMagic @SouthwestAir I live in South Dakota but am a huge Magic fan, any way you save me one???️️️ #pleaseeeeeeee",0.8943,0.0,0.0,1.0,0.0,live south dakota huge magic fan way save one️️️ #pleaseeeeeeee,['#pleaseeeeeeee'],3
23372,2017-11-03,19:59:52,aleponts,@SouthwestAir I really hope the bag with supplies for #PuertoRico was not stolen by one of your employees. This was going to be donated to communities tomorrow morning. MAKE THIS RIGHT!!!,0.7715,0.0,0.0,1.0,0.0,really hope bag supplies #puertorico stolen one employees going donated communities tomorrow morning make right,['#puertorico'],4
23390,2017-11-03,19:44:09,LynetteCalleros,Thanks @SouthwestAir for another great flight! ️,0.807,0.0,0.0,1.0,0.0,thanks another great flight,,0
23407,2017-11-03,19:28:14,Dickeys,@theoriginaljko @DallasLoveField @SouthwestAir Thanks for stopping by and have a great trip!,0.7712,0.0,0.0,1.0,0.0,thanks stopping great trip,,4
23409,2017-11-03,19:25:00,wsonger,@SouthwestAir Why did I say about delaying again!? 🤣 jkjk made it safe and sound!  Thanks gang :),0.855,0.0,0.0,1.0,0.0,say delaying jkjk made safe sound thanks gang,,0
23419,2017-11-03,19:16:01,yoHuckleberry,@Greenbaumly @SouthwestAir @Lizzzlybear companion pass is amazing. Nothing like using points then your companion pass. 2 round trips for 22 bucks,0.743,0.0,0.0,1.0,0.0,companion pass amazing nothing like using points companion pass round trips bucks,,4
23427,2017-11-03,19:12:25,katscoyote,"So, this happened on @southwestair flt 289 from Chi to Hou. No beatdowns or removals here. Congratulations to the happy couple! #swawedding",0.7712,0.0,0.0,1.0,0.0,happened f chi hou beatdowns removals congratulations happy couple #swawedding,['#swawedding'],0
23431,2017-11-03,19:10:49,pammpeterson,@Towson_FB @SouthwestAir Please Take Care Of My Boys. They are winners. ,0.8225,0.0,0.0,1.0,0.0,please take care boys winners,,3
23436,2017-11-03,19:06:26,OneWingedChris,Yo @SouthwestAir if you could not delay the flight even more literally right before people are about to line up that would be great.,0.7237,0.0,0.0,1.0,0.0,yo could delay flight even literally right people line would great,,4
23438,2017-11-03,19:03:11,msgatoradr,"Thanks, @SouthwestAir, for this nice surprise! Can’t wait to rock out. 🤘",0.8197,0.0,0.0,1.0,0.0,thanks nice surprise can not wait rock,,3
23439,2017-11-03,19:02:35,mlocke1989,"@SouthwestAir Thanks! I just wish the SFO office would let me file a report now. If it doesn’t come in on the next flight, the 4 hr limit will be past.",0.7088,0.0,0.0,1.0,0.0,thanks wish sfo office would let file report does not come next flight hr limit past,,3
23445,2017-11-03,18:58:55,UtahPigBus,"BYE Felicia Denver, homebound to join the Pig Bus peeps for some whole hog tailgate!! Thanks @SouthwestAir for being my chariot in da sky!!",0.7405,0.0,0.0,1.0,0.0,bye felicia denver homebound join pig bus peeps whole hog tailgate thanks chariot da sky,,4
23466,2017-11-03,18:37:09,Towson_FB,Hey @SouthwestAir it’s us again. Looking forward to another safe and easy flight to Raleigh.,0.7003,0.0,0.0,1.0,0.0,hey us looking forward another safe easy flight raleigh,,3
23469,2017-11-03,18:33:01,BernieBahrmasel,Thanks so very much to Adriana at the @SouthwestAir call center in San Antonio for the excellent customer service!!,0.8011,0.0,0.0,1.0,0.0,thanks much adriana call center san antonio excellent customer service,,0
23476,2017-11-03,18:25:38,JoshPauli,@SouthwestAir @N1ghtHawk1 Is that one pound sign or one of any special character in the password? Asking for a friend.,0.7096,0.0,0.0,1.0,0.0,one pound sign one special character password asking friend,,3
23481,2017-11-03,18:21:22,TampaBaySRH,"#TampaBay RT ""#Magic That moment when you win free Magic tickets &amp; two @SouthwestAir round-trip passes to anywhere you…"" #SportsRoadhouse",0.7964,0.0,0.0,1.0,0.0,#tandabay #magic moment win free magic tickets and two roundtrip passes anywhere you #sportsroadhouse,"['#tandabay', '#magic', '#sportsroadhouse']",1
23482,2017-11-03,18:21:12,MagicSRH,"#LetsGoMagic RT"" That moment when you win free Magic tickets &amp; two @SouthwestAir round-trip passes to anywhere you want!… "" #SportsRoadhouse",0.8122,0.0,0.0,1.0,0.0,#letsgomagic moment win free magic tickets and two roundtrip passes anywhere want #sportsroadhouse,"['#letsgomagic', '#sportsroadhouse']",1
23485,2017-11-03,18:19:21,Loriborealis,@SouthwestAir So cute! Thank you ,0.7479,0.0,0.0,1.0,0.0,cute thank,,2
23486,2017-11-03,18:19:17,logicstick,In Up in the Air George Clooney talks about loyalty to brands. I am glad me and @SouthwestAir have a good thing. #rideordie,0.8555,0.0,0.0,1.0,0.0,air george clooney talks loyay brands glad good thing #rideordie,['#rideordie'],3
23492,2017-11-03,18:15:46,OrlandoMagic,That moment when you win free Magic tickets &amp; two @SouthwestAir round-trip passes to anywhere you want! #PureMagic #SouthwestHeart ️ ️ ,0.8268,0.0,0.0,1.0,0.0,moment win free magic tickets and two roundtrip passes anywhere want #puremagic #southwestheart,"['#puremagic', '#southwestheart']",1
23496,2017-11-03,18:09:55,evenicolevegas,@LaurenHunt2020 @SouthwestAir @PGF_Network @ondecksoftball For the hottest VIP parties in Vegas RSVP /702-931-7265  beachclubs▪️nightclubs▪️stripclubs(🆔21+),0.7739,0.0,0.0,1.0,0.0,hottest vip parties vegas rsvp beachclubs▪️nightclubs▪️stripclubs🆔21,,0
23542,2017-11-03,17:29:53,TamInsight,"I love @SouthwestAir  They always help out no change flight fees, 2 free checks bags &amp; snacks 🤗",0.8402,0.0,0.0,1.0,0.0,love always help change flight fees free checks bags and snacks,,1
23544,2017-11-03,17:28:20,allismith1_,hey @SouthwestAir thanks for the free mimosa this morning️,0.7351,0.0,0.0,1.0,0.0,hey thanks free mimosa morning️,,1
23556,2017-11-03,17:18:15,Samboo912,@SouthwestAir Haha thanks - do they have to be 10 flights per year or in general?,0.7096,0.0,0.0,1.0,0.0,haha thanks flights per year general,,0
23559,2017-11-03,17:17:00,andrewprayogo,.@SouthwestAir giving me false hope thinking I won #CaliforniaMillions,0.8402,0.0,0.0,1.0,0.0,southwestair giving false hope thinking #californiamillions,['#californiamillions'],4
