,Date,time,handle,tweet,compound,American,Delta,Southwest,United,tweets_clean1,hashtags,cluster_num
5277,2017-10-29,00:51:05,JMBatchelor3,@momtomkc @AmericanAir Not surprised! @americanAir @united don’t care. I am a loyal @SouthwestAir passenger!,0.8309,1.0,0.0,1.0,1.0,surprised do not care loyal passenger,,4
6048,2017-10-28,02:56:11,MaxineWiner,@EricTheMix @united Agree. I’m a loyal @AmericanAir flyer. They’ve never lost my luggage. Ever.,0.7623,1.0,0.0,0.0,1.0,agree i am loyal flyer they have never lost luggage ever,,4
6128,2017-10-28,01:01:59,jeremyndavis,Great week of travel: DSM-DEN-HOU-BOG (in-county) BOG-EWR-DCA (overnight @ DC for mtg this morning) DCA-ORD-DSM. Thx @united &amp; @AmericanAir.,0.765,1.0,0.0,0.0,1.0,great week travel dsmdenhoubog incounty bogewrdca overnight dc mtg morning dcaorddsm thx and,,2
6559,2017-10-27,18:24:23,mspamelagarcia,"@JoFo_Stir @united @AmericanAir I knowwwwwww! I’m like, chill with the ‘tude hahaha",0.75,1.0,0.0,0.0,1.0,knowwwwwww i am like chill tude hahaha,,0
6753,2017-10-27,16:03:34,fountainville,@AmericanAir Honestly can’t believe it. Congrats @united flight on next gate over where all children boarded first!,0.7712,1.0,0.0,0.0,1.0,honestly can not believe congrats flight next gate children boarded first,,4
7320,2017-10-26,22:56:38,mspamelagarcia,".@united’s response vs @AmericanAir’s response. Thanks for the great advice that I hadn’t thought of, American haha",0.875,1.0,0.0,0.0,1.0,uniteds response vs response thanks great advice had not thought american haha,,1
8224,2017-10-26,03:34:37,maddisonrankin,@Delta @united @AmericanAir it’s thanksGIVING and you jack up your flight prices 🤔 maybe u should be a lil more thankful &amp; a lil more giving,0.7708,1.0,1.0,0.0,1.0,thanksgiving jack flight prices maybe lil thankful and lil giving,,0
8267,2017-10-26,02:36:32,schlicky_baby,"Dear @AmericanAir, I will switch my loyalty from @united to you if you include @lacroixwater in your beverage service",0.7269,1.0,0.0,0.0,1.0,dear switch loyay include beverage service,,3
8355,2017-10-26,00:32:58,MarkBMarshall,"@NotAtAllUnited @Calleygator @united In 2017 I gave up on United after 750,000 in seat miles. Platinum status on @AmericanAir and happy with the change.",0.7579,1.0,0.0,0.0,1.0,gave united seat miles platinum status happy change,,1
8621,2017-10-25,20:09:22,jonihalabi,"@shahedC @united @Delta @AmericanAir Yeah. I should have known better.  I booked the flight on Lufthansa, actually, but it ended up being operated by United. #fail",0.7391,1.0,1.0,0.0,1.0,yeah known better booked flight lufthansa actually ended operated united #fail,['#fail'],4
8772,2017-10-25,17:32:22,miranda_burnss,"@Delta @united @AmericanAir I need to see my best friend, @chriistianeee .. Who can get her to Huntsville, AL tomorrow? Ready, GO!",0.8805,1.0,1.0,0.0,1.0,need see best friend get huntsville al tomorrow ready go,,0
9454,2017-11-04,00:37:09,ken_weis2020,@AlaskaAir @Delta @UnitedAirlines And @AmericanAir but as @AlaskaAir has continued to grow its ability to be dynamic and nimble and retain a consistently high standard hasn’t,0.7469,1.0,1.0,0.0,1.0,continued grow ability dynamic nimble retain consistently high standard has not,,3
10475,2017-11-03,11:24:39,danielpancotto,Hey @Delta - want a customer who flies a lot and isn’t happy with @AmericanAir ‘s service? Asking for a friend.,0.802,1.0,1.0,0.0,0.0,hey want customer flies lot is not happy s service asking friend,,3
10502,2017-11-03,10:35:49,BrettRaymer,@AmericanAir it's funny @Delta apoligizes and gives compensation miles  great customer service. you guys give an apology and send me OMW. again a joke.,0.8555,1.0,1.0,0.0,0.0,funny apoligizes gives compensation miles great customer service guys give apology send omw joke,,3
10708,2017-11-03,02:31:01,yendiism,After my experience w/ @Delta I’ve never loved @AmericanAir more. I appreciate good customer service &amp; DELTA HAS NONE #AmericanAirlines FTW,0.7756,1.0,1.0,0.0,0.0,experience i have never loved appreciate good customer service and dea none #americanairlines ftw,['#americanairlines'],3
11713,2017-11-02,15:10:59,WheelSpin_FuelS,"@Delta  sooo much better than @AmericanAir   when it comes to the ""comfort+"" econ.  Free drinks is a nice touch! I'm now loyal to Delta",0.908,1.0,1.0,0.0,0.0,sooo much better comes comfort econ free drinks nice touch i am loyal dea,,4
13458,2017-11-01,01:54:47,thesassymommaC,@AmericanAir is the biggest fucking joke. How are they still in business. @Delta do us all a favor and teach them how to treat customers,0.7841,1.0,1.0,0.0,0.0,biggest fucking joke still business us favor teach treat customers,,4
13631,2017-10-31,21:47:07,kymalino,"@jessay286 @AmericanAir Happened to me too, on @delta, a couple of months ago. Good luck and congrats.",0.8519,1.0,1.0,0.0,0.0,happened couple months ago good luck congrats,,1
13633,2017-10-31,21:45:53,slessi,@AmericanAir @Delta the more I fly American the more I appreciate delta. American planes are antiquated. Thank you delta for great service.,0.8622,1.0,1.0,0.0,0.0,fly american appreciate dea american planes antiquated thank dea great service,,3
14763,2017-10-30,22:15:55,Aaron_Rager,50 flights so far this year; still not platinum on @AmericanAir. What’s the point in staying loyal? @Delta match program pretty intriguing!,0.7644,1.0,1.0,0.0,0.0,flights far year still platinum what is point staying loyal match program pretty intriguing,,4
15540,2017-10-30,12:42:00,tenngirl930,"Just flew @AmericanAir Home from LAX (loyal @Delta flyer) Wow my ""basic"" eco seat was BETTER than comfort + &amp; entertainment amazing!",0.9503,1.0,1.0,0.0,0.0,flew home lax loyal flyer wow basic eco seat better comfort and entertainment amazing,,1
16269,2017-10-29,21:56:11,dromination,"@OldRowKoozie @OldRowSwig @AmericanAir @Delta @SouthwestAir @AlaskaAir I honestly have no idea how of all people I have it. But with great power comes great responsibility, and I’ll be damned if trolling airlines isn’t the first thing I do after noticing I was granted such an honor.",0.9118,1.0,1.0,1.0,0.0,honestly idea people great power comes great responsibility i will damned trolling airlines is not first thing noticing granted honor,,4
16290,2017-10-29,21:42:00,jsazout,@Delta @AmericanAir Instant solution to bin space issue: Allow 1 checked bag for free.  Charge $25 for each carry-on that won’t fit under the seat in front of you.  You’re welcome.,0.9001,1.0,1.0,0.0,0.0,instant solution bin space issue allow checked bag free charge carry on will not fit seat front you are welcome,,4
16917,2017-10-29,14:35:00,SunGroupWP,@jackdaws_1999 @mikexingchen @BuzzFeedFood @FoodNetwork @QVC @amazon @HyattConcierge @Delta @AmericanAir @RitzCarlton @lyft Haha that’s what happens when Mike is on your feed! Hungry hungry lol!,0.7494,1.0,1.0,0.0,0.0,haha thats happens mike feed hungry hungry lol,,2
16995,2017-10-29,13:23:52,bionikmatt5,@lhsmallz @Delta @AmericanAir A wonderful way to start your day. Safe travels,0.765,1.0,1.0,0.0,0.0,wonderful way start day safe travels,,2
17896,2017-10-28,16:36:42,janicewebb86,@Delta @VilissaThompson @AmericanAir Thanks @Delta for helping out the best you could in this situation!! @AmericanAir 2 hours for a loaner??? Wtf,0.7666,1.0,1.0,0.0,0.0,thanks helping best could situation hours loaner wtf,,0
18336,2017-10-28,03:50:25,VilissaThompson,@Delta @AmericanAir I appreciated you all providing the loan chair I needed to get safety to a friend’s house.,0.7269,1.0,1.0,0.0,0.0,appreciated providing loan chair needed get safety friends house,,4
18522,2017-10-28,00:37:21,Schmitt000,@theotherBHarvey @AmericanAir Hopefully 10yrs from now you will renew your vows travel book w/ @delta look back n laugh!!,0.7835,1.0,1.0,0.0,0.0,hopefully renew vows travel book look back laugh,,2
19566,2017-10-27,12:20:42,TerryLinhart,"Even w/delays, I love #travel &amp; the adventure of #flying. Customer service people w/  @delta &amp; @AmericanAir have been fantastic to us.",0.8779,1.0,1.0,0.0,0.0,even wdelays love #travel and adventure #flying customer service people and fantastic us,"['#travel', '#flying']",3
20350,2017-10-26,20:51:21,729clouds,@Delta @AmericanAir Has the tissues but is definitely a clear winner and international business class,0.9209,1.0,1.0,0.0,0.0,tissues definitely clear winner international business class,,4
22033,2017-10-25,19:41:21,rcapsalin,"A response?? @AmericanAir I sincerely hope more is being done than a response, otherwise this cardmember will be making the switch to @Delta",0.7476,1.0,1.0,0.0,0.0,response sincerely hope done response otherwise cardmember making switch,,1
22106,2017-10-25,18:55:57,starmaxprez,@Delta @JetBlue @SouthwestAir you have a real opportunity with the black community to treat us better than @AmericanAir has,0.8126,1.0,1.0,1.0,0.0,real opportunity black community treat us better,,4
22689,2017-10-25,09:58:28,MsLMGreene,"GM @AmericanAir today I am lending you care of my most precious cargo, my 94yr old Grandmother #HandleWithCareFormer .@Delta employee",0.8016,1.0,1.0,0.0,0.0,gm today lending care precious cargo old grandmother #handlewithcareformer dea employee,['#handlewithcareformer'],2
23826,2017-11-03,11:38:49,tjopearson,I’m 2 sheltered. This black girl happily flies @SouthwestAir ..&amp;  I’ve never had issues they are the best! @AmericanAir SOUNDS LIKE U SUCK!,0.8395,1.0,0.0,1.0,0.0,i am sheered black girl happily flies and i have never issues best sounds like suck,,4
25717,2017-11-01,02:44:49,drjohnm,Pleasant experiences with domestic air travel are vanishingly rare. I usually fly @AmericanAir but tried @SouthwestAir —&gt; it was great. Thx,0.9011,1.0,0.0,1.0,0.0,pleasant experiences domestic air travel vanishingly rare usually fly tried — great thx,,2
27010,2017-10-30,17:07:17,corymara,@AmericanAir I redeemed awards with @SouthwestAir and wasnt charged any fees like I was by @AmericanAir Paid $86 to @AmericanAir #robbery,0.8122,1.0,0.0,1.0,0.0,redeemed awards was not charged fees like paid #robbery,['#robbery'],3
27976,2017-10-29,19:04:28,Born2lbFat,"@itsthebunk @GilmerHealthLaw @SouthwestAir @sprintcare @AmericanAir @VilissaThompson @VirginAmerica @JetBlue Recently my flight was oversold and they asked for volunteer vs taking my x-seat, I was pleasantly stunned &amp; thankful.",0.7506,1.0,0.0,1.0,0.0,recently flight oversold asked volunteer vs taking xseat pleasantly stunned and thankful,,0
27977,2017-10-29,19:01:23,itsthebunk,"@Born2lbFat @GilmerHealthLaw @SouthwestAir @sprintcare @AmericanAir @VilissaThompson @VirginAmerica @JetBlue Wow, super impressed with @SouthwestAir yet again! I fly w/ them whenever I can! They actually *get* kindness/caring.",0.9078,1.0,0.0,1.0,0.0,wow super impressed yet fly whenever actually get kindnesscaring,,1
27996,2017-10-29,18:48:51,Born2lbFat,@itsthebunk @GilmerHealthLaw @SouthwestAir @sprintcare @AmericanAir @VilissaThompson @VirginAmerica @JetBlue Past several years I’ve flown exclusively @SouthwestAir as extra seat is free. But needed sch didn’t work. AA was good alt even for 2.,0.7351,1.0,0.0,1.0,0.0,past several years i have flown exclusively extra seat free needed sch did not work american airlines good a even,,4
27999,2017-10-29,18:45:56,itsthebunk,@GilmerHealthLaw @Born2lbFat @SouthwestAir @sprintcare @AmericanAir @VilissaThompson @VirginAmerica And I have heard GREAT things about @jetblue!,0.729,1.0,0.0,1.0,0.0,heard great things,,1
28008,2017-10-29,18:33:57,GilmerHealthLaw,@itsthebunk @Born2lbFat @SouthwestAir @sprintcare @AmericanAir @VilissaThompson @VirginAmerica Companies that do good should be lauded for getting out right too. So thanks @Virgin,0.7264,1.0,0.0,1.0,0.0,companies good lauded getting right thanks,,1
28009,2017-10-29,18:32:58,GilmerHealthLaw,@itsthebunk @Born2lbFat @SouthwestAir @sprintcare @AmericanAir @VilissaThompson Good luck. Last I rode them they wouldn't help beforehand to confirm my needing wheelchair &amp; assistance. @VirginAmerica did &amp; it was amazing,0.8147,1.0,0.0,1.0,0.0,good luck last rode would not help beforehand confirm needing wheelchair and assistance and amazing,,0
28277,2017-10-29,06:52:00,linkdmd,@AmericanAir and now you make me check a bag with three open bins.  Wow. Great job. @SouthwestAir forever now!!!!,0.877,1.0,0.0,1.0,0.0,make check bag three open bins wow great job forever,,1
30427,2017-10-27,18:38:10,Heatherrvaee,"@SavannahDuBois @SouthwestAir @AmericanAir I will be every time now!! I learned my lesson big time, never again with AA. SWA did their best and I wasn't even their customer!Says alot",0.7249,1.0,0.0,1.0,0.0,every time learned lesson big time never american airlines swa best was not even customersays alot,,1
30960,2017-10-27,15:59:22,Heatherrvaee,@AmericanAir @SouthwestAir Big huge thank you for your help trying to get me to a AA's flight. And through TSA when AA wouldn't. I'm still mind blown.,0.7579,1.0,0.0,1.0,0.0,big huge thank help trying get aas flight tsa american airlines would not i am still mind blown,,0
31421,2017-10-27,01:46:41,BeckettsBeauty,@Kato_Kaelin @AmericanAir @okcthunder @SouthwestAir @WizardWorld @VirginAmerica @janetvuong @Playboy LOL! This makes my night my friend! Stay bright! x,0.8887,1.0,0.0,1.0,0.0,lol makes night friend stay bright,,2
31480,2017-10-27,00:39:27,CurtisJPeterson,@Kato_Kaelin @WizardWorld @SouthwestAir @AmericanAir Packer fan gives the win to the cheese,0.7269,1.0,0.0,1.0,0.0,packer fan gives win cheese,,1
31598,2017-10-26,22:09:16,bkrollison,"@KrishanNigam @AmericanAir I took 2 @SouthwestAir this week and neither had a gate upon arrival, hopefully you have better luck with AA",0.8225,1.0,0.0,1.0,0.0,took week neither gate upon arrival hopefully better luck american airlines,,0
31650,2017-10-26,20:59:34,kaitmaag,@AmericanAir Wahoooo! Thanks @AmericanAir for honoring @SouthwestAir drink tickets!,0.7772,1.0,0.0,1.0,0.0,wahoooo thanks honoring drink tickets,,4
32834,2017-10-25,18:35:55,MimiLeeEvans,"@AmericanAir is officially on the shit list. Treat Black customers as 2nd class citizens, lose them as customers. FLY @SouthwestAir",0.743,1.0,0.0,1.0,0.0,officially shit list treat black customers class citizens lose customers fly,,4
33105,2017-10-25,13:47:47,Afrofuturism,"@FoxNews @NAACP @AmericanAir @emirates @OfficialCBC @CivilRights @Dodgers @MLB @LACity @AmericanGreedTV @blackvoices @LatinoVoices @SouthwestAir @Forbes @ForbesLife @WomenatForbes @LevelSD @foxnewspolitics @Judgenap @NUQatar @AmericanMensa @TheYoungTurks @Nasdaq @TheDemocrats @Macys @HiltonHotels @KraftHeinzCo @Oprah @OWNTV ""I want everyone to know they are welcome in the _______ world."" — Creative director, #luxury label (house).",0.7351,1.0,0.0,1.0,0.0,want everyone know welcome world creative director #luxury label house,['#luxury'],4
33161,2017-10-25,12:24:40,KingAcer33,@SouthwestAir Thank you to Southwest for providing great customer service unlike @AmericanAir who has a reputation of discrimination ,0.765,1.0,0.0,1.0,0.0,thank southwest providing great customer service unlike reputation discrimination,,3
33184,2017-10-25,11:49:35,Afrofuturism,"@FoxNews @NAACP @AmericanAir @emirates @OfficialCBC @CivilRights @Dodgers @MLB @LACity @AmericanGreedTV @blackvoices @LatinoVoices @SouthwestAir @Forbes @ForbesLife @WomenatForbes @LevelSD In  We Trust - Not @FoxNewsPolitics Spend, spend, spend! How wealthy Arabs lavish £4.5 million a DAY in UK.",0.7263,1.0,0.0,1.0,0.0,trust spend spend spend weahy arabs lavish £45 million day uk,,2
33281,2017-10-25,04:36:10,HeroesVodka,Our first Airline Cocktail! Maybe @SouthwestAir or @AmericanAir will serve our award winning Veteran Owned Vodka soon. Cheers @jenpilcher !,0.8906,1.0,0.0,1.0,0.0,first airline cocktail maybe serve award winning veteran owned vodka soon cheers,,1
33311,2017-11-04,04:28:09,MikeTheConnect,@AmericanAir Wow @americanair all i got was a 50 dollar voucher for no food or drink on my whole flight wow,0.7506,1.0,0.0,0.0,0.0,wow got dollar voucher food drink whole flight wow,,1
33317,2017-11-04,04:16:40,dcsapper,@AmericanAir just wanted to say thank you to Sophia on AA5238. Best service in First Class ever.,0.7717,1.0,0.0,0.0,0.0,wanted say thank sophia aa5238 best service first class ever,,3
33327,2017-11-04,03:57:25,PuppiesGuy,"@AmericanAir I've met Presidents, Stars, &amp; Olympians but tonight was a special honor - my first Pearl Harbor Survivor. #LetGoodTakeFlight",0.9022,1.0,0.0,0.0,0.0,i have met presidents stars and olympians tonight special honor first pearl harbor survivor #letgoodtakeflight,['#letgoodtakeflight'],0
33334,2017-11-04,03:46:55,sues_reed,@AmericanAir Inconvenient yes... but I should keep it all in perspective. I’m home safe and sound. Thanks!,0.807,1.0,0.0,0.0,0.0,inconvenient yes keep perspective i am home safe sound thanks,,2
33347,2017-11-04,03:29:19,emilycfreeman,@AmericanAir Please thank the crew of flight 1626 from DCA to ORD seriously one of the best I've seen. Was the 920PM flight on Nov 3.,0.8074,1.0,0.0,0.0,0.0,please thank crew flight dca ord seriously one best i have seen flight november,,4
33350,2017-11-04,03:22:32,meekercardinals,"@AmericanAir Just won over a forever customer. In flight choice of movies, what!? And Lauren and Ariana best flight attendants #flight2700",0.8478,1.0,0.0,0.0,0.0,forever customer flight choice movies lauren ariana best flight attendants #flight2700,['#flight2700'],3
33353,2017-11-04,03:17:06,ZonnyaJohanna,@AmericanAir thank you so much for helping me today to adjust my parents flight. I really appreciate you guys.,0.788,1.0,0.0,0.0,0.0,thank much helping today adjust parents flight really appreciate guys,,1
33354,2017-11-04,03:14:38,OhRolando,Nice of @AmericanAir to let people switch flights for free due to long delay... if only there were actually flights to switch to.,0.7269,1.0,0.0,0.0,0.0,nice let people switch flights free due long delay actually flights switch,,4
33355,2017-11-04,03:13:01,emilycfreeman,@AmericanAir HUGE thanks to the crew tonight wow they were awesome.,0.9304,1.0,0.0,0.0,0.0,huge thanks crew tonight wow awesome,,4
33371,2017-11-04,02:53:55,phxnurse,@thepointsguy Current in MCE on AA187 ORD-PEK this was our dinner. Pretty tasty if @AmericanAir would work on presentation would make a good Domestic meal,0.7269,1.0,0.0,0.0,0.0,current mce aa187 ordpek dinner pretty tasty would work presentation would make good domestic meal,,4
33377,2017-11-04,02:39:12,MissShadowPup,@AmericanAir flt2527 PHX-JFK u r AWESOME 4 loving Shadow's AA dress &amp; 4 being so fab! She's 1 tired little working . #AmericanAirlines,0.894,1.0,0.0,0.0,0.0,f2527 phxjfk awesome loving shadows american airlines dress and fab she is tired little working #americanairlines,['#americanairlines'],4
33378,2017-11-04,02:38:41,mviser,Bette Nash celebrated 60 years of work today at @AmericanAir. One of my favorite stories I’ve done was profiling her,0.7717,1.0,0.0,0.0,0.0,bette nash celebrated years work today one favorite stories i have done profiling,,4
33384,2017-11-04,02:35:04,planes_uk2017,"@fly25ers @GregLASflyer @AmericanAir The A350 is a superior aircraft to the 787 in many ways, not least in that the company which built it doesn't resort to bullying tactics.",0.7681,1.0,0.0,0.0,0.0,a350 superior aircraft many ways least company bui does not resort bullying tactics,,3
33391,2017-11-04,02:21:33,SueBadeau,"If your airline ( @AmericanAir ) strands you overnight in Dallas, the @HiltonGardenInn at Las Colinas is a great place to stay! Thanks @HiltonHonors and @GHG_Hotels for the great #CustomerExperience",0.908,1.0,0.0,0.0,0.0,airline strands overnight dallas las colinas great place stay thanks great #customerexperience,['#customerexperience'],2
33410,2017-11-04,01:57:29,antonebone,Thanks for making the flight home that much better @AmericanAir,0.7003,1.0,0.0,0.0,0.0,thanks making flight home much better,,4
33418,2017-11-04,01:51:24,flylabrock,"Celebrating 1,000 B Checks on 737s with the amazing  @AmericanAir Hangar 80 line maintenance team at TUL! #avgeek",0.8313,1.0,0.0,0.0,0.0,celebrating checks amazing hangar line maintenance team tul #avgeek,['#avgeek'],1
33441,2017-11-04,01:29:21,KristienMorato,"Off to London to interview Julia Roberts, Owen Wilson and Jacob Tremblay. Thank you @AmericanAir for the upgrade, you guys are the best! ",0.7901,1.0,0.0,0.0,0.0,london interview julia roberts owen wilson jacob tremblay thank upgrade guys best,,1
33452,2017-11-04,01:17:46,DFWAirport,@kellym1510 @AmericanAir We're glad to hear you had a great experience! Thanks for sharing.,0.92,1.0,0.0,0.0,0.0,glad hear great experience thanks sharing,,2
33458,2017-11-04,01:12:05,kellym1510,@AmericanAir HUGE thank you to the gate agents at A29 in DFW for flight to SNA tonight!! You guys rock!,0.7513,1.0,0.0,0.0,0.0,huge thank gate agents a29 dfw flight sna tonight guys rock,,1
33465,2017-11-04,01:04:04,emilycfreeman,@AmericanAir Thank you for your focus on safety I truly appreciate it  but please do a better job at communicating.  It's easy and free.,0.9664,1.0,0.0,0.0,0.0,thank focus safety truly appreciate please better job communicating easy free,,4
33468,2017-11-04,01:03:08,jeffauvenshine,Shout out to @AmericanAir DFW agent Megan working flt 200 to SFO. Super friendly! Go Megan!,0.8264,1.0,0.0,0.0,0.0,shout dfw agent megan working f sfo super friendly go megan,,4
33471,2017-11-04,00:59:46,JimFsu,@AmericanAir profit before customer care seems to be the airlines culture!,0.75,1.0,0.0,0.0,0.0,profit customer care seems airlines cuure,,3
33482,2017-11-04,00:51:40,Benjamin_Avant,".@AmericanAir Thanks to FA Jeanne on #1221 AUS&gt;DFW just now. Gracious, genuine, and old school charm.",0.8481,1.0,0.0,0.0,0.0,american air thanks fa jeanne #1221 ausdfw gracious genuine old school charm,['#1221'],4
33495,2017-11-04,00:43:24,Jason_Macrander,"@sergiostampar @AmericanAir And that she had her sisters passport, but gave it to a security guard in London. She then asked me if I️ think she’d be ok",0.7096,1.0,0.0,0.0,0.0,sisters passport gave security guard london asked i️ think shed ok,,0
33505,2017-11-04,00:41:00,ToadToOmaha,"@jcates @AmericanAir Good heavens. I hope they enjoy cranky, dehydrated fliers.",0.8934,1.0,0.0,0.0,0.0,good heavens hope enjoy cranky dehydrated fliers,,1
33530,2017-11-04,00:20:58,simmons_tweets,@dr_marshmallow @AmericanAir Bummer. Just landed in Cincy. Hope you get out soon. Good seeing you this week. Thanks for sharing your insights.,0.836,1.0,0.0,0.0,0.0,bummer landed cincy hope get soon good seeing week thanks sharing insights,,1
33534,2017-11-04,00:19:02,NarayanMD,"@ExpediaCA had my trip canceled by @AmericanAir. Your employee at #ExpediaForTD, Moh was extremely helpful. Best agent ever.",0.8211,1.0,0.0,0.0,0.0,trip canceled employee #expediafortd moh extremely helpful best agent ever,['#expediafortd'],2
33538,2017-11-04,00:16:18,kayakendall,.@AmericanAir has no true vision for what great #customerservice is. It's out there. Want me to point you to the companies who deliver?,0.7906,1.0,0.0,0.0,0.0,american air true vision great #customerservice want point companies deliver,['#customerservice'],0
33544,2017-11-04,00:04:50,PuppiesGuy,One of my @AmericanAir coworkers celebrating her diamond anniversary! Congratulations!  #AATeam #60years,0.8906,1.0,0.0,0.0,0.0,one coworkers celebrating diamond anniversary congratulations #aateam #60years,"['#aateam', '#60years']",1
33551,2017-11-03,23:54:14,LuxeTiffany,@AmericanAir Thank you! Great service today so far.,0.784,1.0,0.0,0.0,0.0,thank great service today far,,3
33560,2017-11-03,23:48:07,suziday123,@insatiablevine @AmericanAir @_drazzari @boozychef @Dracaenawines @thepinksociety_ @GrnLakeGirl @napafoodandvine @WeLikeDrinking1 @wineNweather @JackConnie @RedWolfImports @Julianna_glass WOW! That's awesome  Cheers Kim and can't wait to follow along your #pinksociety does #NYC journey!,0.9234,1.0,0.0,0.0,0.0,wow thats awesome cheers kim can not wait follow along #pinksociety #nyc journey,"['#pinksociety', '#nyc']",1
33578,2017-11-03,23:31:15,nickgrizzles,Wow @AmericanAir got an award!!! Joke,0.8854,1.0,0.0,0.0,0.0,wow got award joke,,1
33580,2017-11-03,23:30:54,BenHusch,@JTGenter @AmericanAir EXP indeed  Overnight stop actually so was debating going to a lounge at LAX since departure is 10am. Qantas is great call. Thanks!!,0.7494,1.0,0.0,0.0,0.0,exp indeed overnight stop actually debating going lounge lax since departure qantas great call thanks,,4
33592,2017-11-03,23:26:05,RoamtheDomes,Kudos Bette! Love flying the shuttle with you!  Congrats on 60 years! More great flights ahead!  See you soon @AmericanAir,0.9549,1.0,0.0,0.0,0.0,kudos bette love flying shuttle congrats years great flights ahead see soon,,1
33601,2017-11-03,23:20:24,jessee_spencer,@AmericanAir great crew on AA460 IND-LAX friendly service,0.8074,1.0,0.0,0.0,0.0,great crew aa460 indlax friendly service,,3
33610,2017-11-03,23:17:01,SusanRSmith71,@EricRoberts @AmericanAir The weather in Chicago keeps changing. It’s nice to be over Lake Michigan as you fly in. It’s the best view of my favorite town! Safe trip!,0.9258,1.0,0.0,0.0,0.0,weather chicago keeps changing nice lake michigan fly best view favorite town safe trip,,2
33618,2017-11-03,23:10:13,insatiablevine,@AmericanAir Wonderful flight with the crew from AA2156!  Thanks for the lift.  ️️,0.784,1.0,0.0,0.0,0.0,wonderful flight crew aa2156 thanks lift ️️,,4
33629,2017-11-03,23:03:38,officialcatc,@AmericanAir Such an amazing lady!! An amazing role model as well!!️️,0.8679,1.0,0.0,0.0,0.0,amazing lady amazing role model well️️,,1
33635,2017-11-03,22:58:31,djamila617,Wow @AmericanAir   You need to do better,0.7717,1.0,0.0,0.0,0.0,wow need better,,1
