,Date,time,handle,tweet,compound,American,Delta,Southwest,United,tweets_clean1,hashtags,cluster_num
5702,2017-10-28,14:59:50,loire1969,@Reagan_Airport @SouthwestAir @AmericanAir @united @FAANews U R THE WORST NEIGHBORS EVER! Ruining yet another wknd with bombing runs. FUCK U,-0.9073,1.0,0.0,1.0,1.0,worst neighbors ever ruining yet another wknd bombing runs fuck,,1
5706,2017-10-28,14:54:41,DKDINSF,@coldcallcarrie @united @SouthwestAir outbound to LAX Thursday = 3.5 hour delay. Back to SFO last night = 2.5 hour delay. What is going on? #airportnightmare,-0.5574,0.0,0.0,1.0,1.0,outbound lax thursday hour delay back sfo last night hour delay going #airportnightmare,['#airportnightmare'],2
5753,2017-10-28,13:52:13,loire1969,@Reagan_Airport @SouthwestAir @AmericanAir @united @FAANews U R THE WORST NEIGHBORS EVER! Ruining yet another wknd with bombing runs ,-0.7978,1.0,0.0,1.0,1.0,worst neighbors ever ruining yet another wknd bombing runs,,1
5795,2017-10-28,13:01:30,loire1969,@FAANews @WhiteHouse @POTUS @USDOT @Reagan_Airport @SouthwestAir @AmericanAir @united @FAANews U R THE WORST NEIGHBORS EVER! Ruining yet another wknd with bombing runs over us,-0.7978,1.0,0.0,1.0,1.0,worst neighbors ever ruining yet another wknd bombing runs us,,1
5796,2017-10-28,12:58:03,loire1969,"@Reagan_Airport @SouthwestAir @AmericanAir @united @FAANews you are flying so low over us, work folks on CC asked if I was being attacked!",-0.7213,1.0,0.0,1.0,1.0,flying low us work folks credit card asked attacked,,0
6049,2017-10-28,02:55:04,CasperAS14,@noelphillips @SouthwestAir I’d rather be violently dragged off a plane by @united.  (Not really...United sucks.),-0.6124,0.0,0.0,1.0,1.0,i would rather violently dragged plane reallyunited sucks,,2
6339,2017-10-27,21:58:30,I8Pink2,@United hate this flight no live tv better on @SouthwestAir want to watch #WorldSeries,-0.4019,0.0,0.0,1.0,1.0,hate flight live tv better want watch #worldseries,['#worldseries'],4
6517,2017-10-27,19:09:58,loire1969,"@Reagan_Airport @SouthwestAir @AmericanAir @united @FAANews you are flying so low over us, it’s like we live in a war zone. What the hell!",-0.876,1.0,0.0,1.0,1.0,flying low us like live war zone hell,,1
8473,2017-10-25,22:32:30,KenSilverstein1,Thxs @AmericanAir 4 fucking me RUTA 2day when I cld have gotten fucked by @SouthwestAir @Delta or @United. Ur CEOs shld have hedz lopped off,-0.6597,1.0,1.0,1.0,1.0,thanks fucking ruta cld gotten fucked your ceos shld hedz lopped,,4
8731,2017-10-25,18:06:15,lcook17,Hey @SouthwestAir thanks for the 2+ hour mech delay without A/C waiting for your fixes.  Too bad @united is worse. #flight517,-0.7184,0.0,0.0,1.0,1.0,hey thanks hour mech delay without ac waiting fixes bad worse #flight517,['#flight517'],2
9072,2017-10-25,12:27:35,KingAcer33,"@AmericanAir @jessladera Does that come with a side of extra racism and discrimination for black passengers as well? If so, I'd rather fly @united or @SouthwestAir",-0.4588,1.0,0.0,1.0,1.0,come side extra racism discrimination black passengers well i would rather fly,,4
9414,2017-11-04,01:02:26,BenjamInsistent,@Delta flew to LGA going 2 BOS. Earlier flight had open spots but unable 2 get on due 2 economy? Ridiculous. Xactly why I fly @SouthwestAir,-0.5023,0.0,1.0,1.0,0.0,flew lga going bos earlier flight open spots unable get due economy ridiculous xactly fly,,2
9660,2017-11-03,22:04:08,work_warrior,Hahahahahahahahahaha...@Delta dumb. @SouthwestAir *this* is why we put up with your boarding process. #travel,-0.5106,0.0,1.0,1.0,0.0,hahahahahahahahahahadea dumb put boarding process #travel,['#travel'],0
9756,2017-11-03,20:59:17,sam_torres504,@SouthwestAir @Delta I think there should be a new requirement if you’re sick then you must wear a face mask so other people don’t get sick,-0.765,0.0,1.0,1.0,0.0,think new requirement you are sick must wear face mask people do not get sick,,4
9877,2017-11-03,19:30:13,RawTravelTV,Hey @AmericanAir &amp; @Delta ur #EconomyPlus misleading fares just cost u my biz. Just booked on @SouthwestAir #Greedy #Seriously? #whatnext,-0.4019,1.0,1.0,1.0,0.0,hey and your #economyplus misleading fares cost biz booked #greedy #seriously #whatnext,"['#economyplus', '#greedy', '#seriously', '#whatnext']",0
11061,2017-11-02,22:12:53,Ngreiter,"@Delta @SouthwestAir Almost forgot that we were given wipes to wipe the seat ourselves?... not a great first 3 mins onboard, @delta.",-0.5096,0.0,1.0,1.0,0.0,almost forgot given wipes wipe seat great first minutes onboard,,4
11431,2017-11-02,18:06:40,willhaupt,This is why I always fly @SouthwestAir.   @Delta is #garbage... damn dumpster fire   out here...,-0.6908,0.0,1.0,1.0,0.0,always fly #garbage damn dumpster fire,['#garbage'],0
12008,2017-11-02,11:03:44,anniekeck,Changing my name on my various airline accounts is worse than eating a Harry Potter rotten egg yolk jelly bean - help!!! @AmericanAir @Delta @SouthwestAir ️️ #whyiwaitedtwoyears,-0.6784,1.0,1.0,1.0,0.0,changing name various airline accounts worse eating harry potter rotten egg yolk jelly bean help ️️ #whyiwaitedtwoyears,['#whyiwaitedtwoyears'],0
12820,2017-11-01,18:06:52,edmart00,So disappointed with the  pricing out of #@sju. You are killing us. No availability or $600+ one way. @AmericanAir @JetBlue @SouthwestAir @Delta,-0.8748,1.0,1.0,1.0,0.0,disappointed pricing #sju killing us availability one way,['#sju'],4
12863,2017-11-01,17:34:07,jaaronbree,@SouthwestAir 1st time I've flown SWA in yrs &amp; my flight get cancelled a minute b4 boarding @Delta sorry I cheated IU,-0.6808,0.0,1.0,1.0,0.0,time i have flown swa yrs and flight get cancelled minute b4 boarding sorry cheated iu,,0
13853,2017-10-31,17:50:07,GridironMast,"@SouthwestAir @Delta Against better judgment used Delta Airlines, as A Flier on SWA.  Rude.  6 hr delay.  No apology.  Delta, you’re awful",-0.7506,0.0,1.0,1.0,0.0,better judgment used dea airlines flier swa rude hr delay apology dea you are awful,,2
15247,2017-10-30,17:04:30,katerinajeng,Holy crap. $200 change fee for @Delta! I've been spoiled by @SouthwestAir for so long ️,-0.4389,0.0,1.0,1.0,0.0,holy crap change fee i have spoiled long,,0
15724,2017-10-30,05:03:04,supernaturalgrl,@RAQU3L @Delta @SouthwestAir And she put me on premium seating when I kept complaining and wouldn't leave the booth. fucking liars man,-0.6536,0.0,1.0,1.0,0.0,put premium seating kept complaining would not leave booth fucking liars man,,4
16486,2017-10-29,19:47:58,TMariePR,@AmericanAir She was extremely rude. No one deserves to be treated that way. That’s why I usually fly @SouthwestAir or @Delta! I never have issues.,-0.7239,1.0,1.0,1.0,0.0,extremely rude one deserves treated way thats usually fly never issues,,4
16514,2017-10-29,19:30:32,LatitudeChange,Anyone else have horrible problems with @delta online accounts? If they were like @SouthwestAir online They would make so much more $$$,-0.5719,0.0,1.0,1.0,0.0,anyone else horrible problems online accounts like online would make much,,1
17513,2017-10-28,23:19:02,JHmusicva,@AmericanAir @Delta @SouthwestAir I am pissed!!!,-0.7249,1.0,1.0,1.0,0.0,pissed,,4
17916,2017-10-28,16:24:13,coletoddd,but honestly what's the fucking deal with airline food I'm getting sick of asking this w no answers!!!! @Delta @SouthwestAir @AmericanAir,-0.7067,1.0,1.0,1.0,0.0,honestly what is fucking deal airline food i am getting sick asking answers,,0
18318,2017-10-28,04:15:20,BreezyLovinInWV,"This is shameful, to put it mildly @SouthwestAir @Delta #Racism #RacialProfiling #Islamophobia #Sexism",-0.4939,0.0,1.0,1.0,0.0,shameful put mildly #racism #racialprofiling #islamophobia #sexism,"['#racism', '#racialprofiling', '#islamophobia', '#sexism']",4
18664,2017-10-27,22:49:06,kimikor,@Delta strikes again. Employee flat out lies about FAA regulations. This is why it’s @SouthwestAir or @Virgin only.,-0.6486,0.0,1.0,1.0,0.0,strikes employee flat lies faa regulations,,4
19053,2017-10-27,18:31:53,StevenCundari,Soooo I’m sitting on a @Delta flight in #ATL with NO PILOTS and @SouthwestAir has @maroon5 playing concerts in-flight?!?What is happening?!,-0.5035,0.0,1.0,1.0,0.0,soooo i am sitting flight #atl pilots playing concerts inflightwhat happening,['#atl'],4
20724,2017-10-26,16:57:06,Poetif76,"@NBCNews @SouthwestAir can't seem 2 take off on time, @AmericanAir racially biased &amp; already hate @Delta.  Now what airline?",-0.7003,1.0,1.0,1.0,0.0,can not seem take time racially biased and already hate airline,,0
21460,2017-10-26,02:13:06,NickGilham,"@SallyAKaminski @Delta No clue. Weather in Baltimore is clear. Knew it was going to be a late night, but this is ridiculous cc: @SouthwestAir",-0.4678,0.0,1.0,1.0,0.0,clue weather baimore clear knew going late night ridiculous credit card,,2
21491,2017-10-26,01:55:41,iJust_Improve,"@PmL_Wargwa @VirtualStormCEO @SouthwestAir @Delta Eh. I’ve had nothing but great experiences with Southwest, and Delta had an engine failure during a flight of mine. Lol",-0.7344,0.0,1.0,1.0,0.0,eh i have nothing great experiences southwest dea engine failure flight mine lol,,1
21516,2017-10-26,01:45:56,VirtualStormCEO,@iJust_Improve @SouthwestAir @Delta You're high as shit lol.......... I have flown every airline and when i became a Delta cardholder they literally cater to your every need,-0.5574,0.0,1.0,1.0,0.0,you are high shit lol flown every airline became dea cardholder literally cater every need,,0
21566,2017-10-26,01:11:06,jurbiel,Flying @delta for the 3rd time &amp; unimpressed w/how long it takes to turn a flight. @SouthwestAir is king on this &amp; my weekly airline choice!,-0.4003,0.0,1.0,1.0,0.0,flying time and unimpressed whow long takes turn flight king and weekly airline choice,,0
21872,2017-10-25,22:01:24,AllisonB4747,"Bought two @SouthwestAir flights so far bc @Delta website says my address is wrong for my card. Whatev, no luggage charge!",-0.68,0.0,1.0,1.0,0.0,bought two flights far bc website says address wrong card whatev luggage charge,,4
22187,2017-10-25,18:03:26,nellyann76,After my terrible ordeal with @SouthwestAir looking for recommendations on who to give my business to! @JetBlue @Delta @AmericanAir,-0.5255,1.0,1.0,1.0,0.0,terrible ordeal looking recommendations give business,,1
22226,2017-10-25,17:34:29,loes_ryan,not impressed with @SouthwestAir. Can’t fly stand by for an earlier flight because I’m not quite A+. They have seats! Back to @Delta.,-0.4303,0.0,1.0,1.0,0.0,impressed can not fly stand earlier flight i am quite seats back,,4
22787,2017-10-25,04:44:50,monroeandco,@Delta @AmericanAir fill search with shit fares to trick us to select then upgrade. Your move @JetBlue @SouthwestAir,-0.5859,1.0,1.0,1.0,0.0,fill search shit fares trick us select upgrade move,,0
22844,2017-11-04,04:26:49,daveaddey,"@SouthwestAir Doesn’t work on iPhone, sadly – entering SJC to MCO on the map and hitting Search Flights just bounces me to the general search page.",-0.4215,0.0,0.0,1.0,0.0,does not work iphone sadly entering sjc mco map hitting search flights bounces general search page,,0
22859,2017-11-04,04:05:33,I8Pink2,@GilWritesHere @Super_awwsum @SouthwestAir @united Coach is still coach and even FC domestic not a huge improvement.,-0.5334,0.0,0.0,1.0,1.0,coach still coach even fc domestic huge improvement,,2
22880,2017-11-04,03:29:06,magzubz,Just took Flight 556 on @SouthwestAir from BOS to DEN. TV didn’t work on WiFi. Absolutely brutal. Nothing was done to rectify either.,-0.659,0.0,0.0,1.0,0.0,took flight bos den tv did not work wifi absolutely brutal nothing done rectify either,,1
22885,2017-11-04,03:20:19,CoachyHernandez,@PHXSkyHarbor @SouthwestAir Update: she finally got her bags at 820. 55 mins! Beyond Frustrated!!,-0.6458,0.0,0.0,1.0,0.0,update finally got bags minutes beyond frustrated,,4
22890,2017-11-04,03:14:54,KRWILK,"@SouthwestAir We finally have a new flight! Unfortunately, I’ll get home at 2AM. How about a complimentary vodka for my troubles? ",-0.4199,0.0,0.0,1.0,0.0,finally new flight unfortunately i will get home complimentary vodka troubles,,0
22892,2017-11-04,03:12:34,CoachyHernandez,.@PHXSkyHarbor My mom landed at 725pm- its 812pm. She is still waiting for her bags from @SouthwestAir. This is ridiculous!,-0.4199,0.0,0.0,1.0,0.0,phxskyharbor mom landed still waiting bags ridiculous,,4
22902,2017-11-04,02:59:00,bigkrazybaby,@SouthwestAir I understand and respect that but a two and an half hour delay and a mostly apathetic crew doesn't help.,-0.7641,0.0,0.0,1.0,0.0,understand respect two half hour delay mostly apathetic crew does not help,,2
22912,2017-11-04,02:47:54,Shimosan,@SouthwestAir I am really mad about paying WiFi for 2 devices and both don’t work hardly at all. Need refund #1075,-0.5413,0.0,0.0,1.0,0.0,really mad paying wifi devices do not work hardly need refund #1075,['#1075'],4
22913,2017-11-04,02:47:43,rawanlatif,"@SouthwestAir is literally the worst airline ever. Delayed flight, causing me to get redirected to take 4 flights &amp;maybe miss the @USMC ball",-0.765,0.0,0.0,1.0,0.0,literally worst airline ever delayed flight causing get redirected take flights andmaybe miss ball,,1
22918,2017-11-04,02:41:20,seanlarsonATQ,I’m not ready to handle the stress of picking my own seat on @SouthwestAir,-0.6007,0.0,0.0,1.0,0.0,i am ready handle stress picking seat,,0
22942,2017-11-04,02:17:50,pritteewittee,@SouthwestAir is so bomb! They don’t have penalty fees to change flights! Get spend the holiday with my family ️🤗,-0.7184,0.0,0.0,1.0,0.0,bomb do not penay fees change flights get spend holiday family ️🤗,,4
22951,2017-11-04,02:13:24,vorasagar7,@VIVEKTORRES @SouthwestAir @SouthwestAir ....the worst possible service being offered here...totally disappointed with my preferred airline being handling the case,-0.802,0.0,0.0,1.0,0.0,worst possible service offered heretotally disappointed preferred airline handling case,,3
22955,2017-11-04,02:08:16,mrbubblesworth,@SouthwestAir On flight 363 and you miscounted the passengers.  Checked everyone’s IDs again and you’re still off.  Now doing roll call. WTH,-0.6289,0.0,0.0,1.0,0.0,flight miscounted passengers checked everyones ids you are still roll call wth,,4
22956,2017-11-04,02:07:17,ratnsanjayips,"A good attempt by @SouthwestAir to provide #livemusic in its flights, fails ti kmpress flyers. Sad!",-0.5093,0.0,0.0,1.0,0.0,good attempt provide #livemusic flights fails ti kmpress flyers sad,['#livemusic'],0
22958,2017-11-04,02:06:32,bigkrazybaby,I love @SouthwestAir but they really disappointed me today. I just want to get home to my baby girl and this flight continues to be delayed.,-0.598,0.0,0.0,1.0,0.0,love really disappointed today want get home baby girl flight continues delayed,,2
22967,2017-11-04,02:01:22,VIVEKTORRES,@SouthwestAir off from my office to call you guys. Very very bad service nobody is helping,-0.4351,0.0,0.0,1.0,0.0,office call guys bad service nobody helping,,1
22969,2017-11-04,02:00:11,AirhornMessiah,@SouthwestAir I didn't realize these were still sending to y'all my bad it's really no biggie,-0.7178,0.0,0.0,1.0,0.0,did not realize still sending you all bad really biggie,,1
22973,2017-11-04,01:58:45,VIVEKTORRES,@SouthwestAir wrong person to whom my bag was sent and are saying that person is related to me. I have no idea who that person is called 3/3,-0.6486,0.0,0.0,1.0,0.0,wrong person bag sent saying person related idea person called,,1
22975,2017-11-04,01:56:58,VIVEKTORRES,@SouthwestAir the worst service I have ever seen bag was lost was promised that I will get $264 for my delayed luggage have never 1/3,-0.7003,0.0,0.0,1.0,0.0,worst service ever seen bag lost promised get delayed luggage never,,2
22980,2017-11-04,01:49:45,atxpkrgolf,"Sitting here for 15 minutes while they let 10-15 employees board is worst thing I've seen from @SouthwestAir I can handle it, it's #vegas",-0.6249,0.0,0.0,1.0,0.0,sitting minutes let employees board worst thing i have seen handle #vegas,['#vegas'],1
22992,2017-11-04,01:27:52,Chris_P_Bacon__,"@SouthwestAir Not if I die in my sleep from apnea tonight because you sent my bag with my cpap to Indiana without me. Also, I don’t think you’re sorry.",-0.6369,0.0,0.0,1.0,0.0,die sleep apnea tonight sent bag cpap indiana without also do not think you are sorry,,4
22993,2017-11-04,01:27:37,AirhornMessiah,@SouthwestAir There's a man who is sitting VERY close to me who is obviously sick and I'm already starting to feel feverish and sniffly. He will pay,-0.5719,0.0,0.0,1.0,0.0,there is man sitting close obviously sick i am already starting feel feverish sniffly pay,,4
22996,2017-11-04,01:25:42,AustinJWebster,@shockthomas @AlaskaAir This is what I get for cheating on @SouthwestAir.,-0.5574,0.0,0.0,1.0,0.0,get cheating,,1
23001,2017-11-04,01:23:07,StNelson661,So... @SouthwestAir we gonna talk about the removal of a victim of racism over the racist from this flight?,-0.8807,0.0,0.0,1.0,0.0,gonna talk removal victim racism racist flight,,4
23003,2017-11-04,01:20:42,90UNLVGrad,@Greenbaumly @SouthwestAir @Lizzzlybear We've been abusing it for years!,-0.5093,0.0,0.0,1.0,0.0,weve abusing years,,0
23008,2017-11-04,01:14:22,mlsj1,@ingodwetryst @SouthwestAir You must have a hell of amount of points,-0.6808,0.0,0.0,1.0,0.0,must hell amount points,,1
23013,2017-11-04,01:10:53,JasonKMiller,@SouthwestAir either Southwest was breaking the law for the last two years or your people at SFO have 0 clue and very poor service skills,-0.5256,0.0,0.0,1.0,0.0,either southwest breaking law last two years people sfo clue poor service skills,,3
23015,2017-11-04,01:10:17,subryant4,@SouthwestAir Thank you. So far no stick and the last flight has already landed and unloaded. Just disappointed.,-0.4728,0.0,0.0,1.0,0.0,thank far stick last flight already landed unloaded disappointed,,2
23018,2017-11-04,01:08:16,JasonKMiller,@SouthwestAir I find that odd and bad on southwest sfo to issues passes then stop due to being audited. Practice the right way first.,-0.7906,0.0,0.0,1.0,0.0,find odd bad southwest sfo issues passes stop due audited practice right way first,,1
23023,2017-11-04,01:05:36,JasonKMiller,@SouthwestAir just had some of the worst experience picking up my son from the airport.,-0.6249,0.0,0.0,1.0,0.0,worst experience picking son airport,,1
23027,2017-11-04,01:00:37,hannuhdee,@SouthwestAir I’m sorry I cheated on u this weekend. Never again. ur my one tru loveeee,-0.5574,0.0,0.0,1.0,0.0,i am sorry cheated weekend never your one tru loveeee,,4
23029,2017-11-04,00:56:26,Chris_P_Bacon__,"@SouthwestAir if I die of my sleep apnea tonight because you wouldn’t let me get my bag back that had my cpap in it, that’s entirely on you",-0.5994,0.0,0.0,1.0,0.0,die sleep apnea tonight would not let get bag back cpap thats entirely,,4
23039,2017-11-04,00:46:00,danielwross,@SouthwestAir how is the flight all of a sudden back on time? 1.5 hours from home now in a rental car. Very frustrating ,-0.4927,0.0,0.0,1.0,0.0,flight sudden back time hours home rental car frustrating,,0
23043,2017-11-04,00:37:44,AirhornMessiah,"If you've got a problem with it, take it up with @SouthwestAir",-0.4019,0.0,0.0,1.0,0.0,you have got problem take,,4
23079,2017-11-04,00:08:20,louislb3,@southwestair the desk agent just says flight 4941 to Nola we might delay the flight if know one checks their big bags! Sad,-0.69,0.0,0.0,1.0,0.0,desk agent says flight new orleans might delay flight know one checks big bags sad,,2
23082,2017-11-03,23:59:43,lizaliz86,My hatred for the unknown seat on an airplane that’s directed at @SouthwestAir is very much explained by @SoVeryBritish,-0.6369,0.0,0.0,1.0,0.0,hatred unknown seat airplane thats directed much explained,,4
23084,2017-11-03,23:58:42,boobieboyd,@SouthwestAir Maybe it’s @PHXSkyHarbor ‘s fault. Idk.,-0.4767,0.0,0.0,1.0,0.0,maybe s fau idk,,0
23086,2017-11-03,23:58:26,boobieboyd,Just had my very first bad experience with @SouthwestAir ,-0.5829,0.0,0.0,1.0,0.0,first bad experience,,1
23089,2017-11-03,23:56:41,kellymacawesome,@SouthwestAir This is my actual worst nightmare. I don’t even go to restaurants with live music! I AM THAT LAME!,-0.8488,0.0,0.0,1.0,0.0,actual worst nightmare do not even go restaurants live music lame,,4
23094,2017-11-03,23:54:39,dmsheldon87,.@SouthwestAir what is going on with flight 292 from bwi to ind? Delayed 2.5 hours with no explanation. Is it going to be cancelled? Help!,-0.4682,0.0,0.0,1.0,0.0,southwestair going flight bwi ind delayed hours explanation going cancelled help,,2
23100,2017-11-03,23:49:20,JohnMcDonaldII,"@Jphil008 @SouthwestAir Gotta have that A boarding pass. Don’t blame the player, blame the game. The game this time is the baggage handlers.",-0.5859,0.0,0.0,1.0,0.0,gotta boarding pass do not blame player blame game game time baggage handlers,,0
23111,2017-11-03,23:38:34,turbolars,@SouthwestAir now that @AlaskaAir is busy destroying what’s left of @VirginAmerica i may just switch to @SouthwestAir,-0.5574,0.0,0.0,1.0,0.0,busy destroying what is left may switch,,2
23112,2017-11-03,23:37:47,marioandrae,@Louisvilleleo25 @SouthwestAir didn’t get my @TSA on my bording pass and it was horrible. The things commoners have to go through #usererror,-0.5423,0.0,0.0,1.0,0.0,did not get bording pass horrible things commoners go #usererror,['#usererror'],1
23129,2017-11-03,23:18:39,JanelB,"@SouthwestAir No way non stop to Orlando, maybe I will visit WDW next year.",-0.5267,0.0,0.0,1.0,0.0,way non stop orlando maybe visit wdw next year,,4
23132,2017-11-03,23:17:18,kdf63,@SouthwestAir What the hell is up with not allowing a seat transfer!  Suck!!!!,-0.7762,0.0,0.0,1.0,0.0,hell allowing seat transfer suck,,1
23134,2017-11-03,23:15:52,Dear_Cin,"Dnt ever miss your OB flight on a RT tix bcuz they cancel your return flight as well,with no refund of course. Shady policy! @SouthwestAir",-0.6239,0.0,0.0,1.0,0.0,dnt ever miss ob flight tix bcuz cancel return flight wellwith refund course shady policy,,4
23138,2017-11-03,23:14:37,courtney_arena,@GlennonDoyle @SouthwestAir threatened to remove me from the plane when I had the audacity to disagree (and was right!).  Rescued by a fellow passenger.  Terrible exp.,-0.7345,0.0,0.0,1.0,0.0,threatened remove plane audacity disagree right rescued fellow passenger terrible exp,,1
23139,2017-11-03,23:14:00,courtney_arena,@GlennonDoyle @SouthwestAir @GlennonDoyle This happened to me on a @SouthwestAir flight from FLL to TPA this summer. Attendants made me cry over luggage and . . .,-0.4767,0.0,0.0,1.0,0.0,happened flight fll tpa summer attendants made cry luggage,,4
23142,2017-11-03,23:11:39,1tanzer,@SouthwestAir on a flight trying to buy movies to watch and keep getting internal error msg. Known issue? Multiple devices and cards tried.,-0.4019,0.0,0.0,1.0,0.0,flight trying buy movies watch keep getting internal error msg known issue muiple devices cards tried,,4
23146,2017-11-03,23:07:55,jshannon45,"@AmericanAir @SouthwestAir @AmericanAir...and you probably resold my seat anyway, making even more money. That's how you lose customers.",-0.4019,1.0,0.0,1.0,0.0,probably resold seat anyway making even money thats lose customers,,4
23148,2017-11-03,23:06:00,BLSFG14,@GlennonDoyle @mariaguido Oh hell no!!! Seriously @SouthwestAir I loved flying with you in the past. Not so much anymore.,-0.6679,0.0,0.0,1.0,0.0,oh hell seriously loved flying past much anymore,,1
23149,2017-11-03,23:04:45,GilbGonzales,Delayed with @AmericanAir again! Sometimes I regret not booking with @SouthwestAir! ,-0.6467,1.0,0.0,1.0,0.0,delayed sometimes regret booking,,2
23152,2017-11-03,23:02:37,WForWestwood,"@SouthwestAir is there an online form to request an inflight WiFi refund? Connection was entirely useless last night AUS-SJC, couldn't VPN.",-0.4754,0.0,0.0,1.0,0.0,online form request inflight wifi refund connection entirely useless last night aussjc could not vpn,,2
23168,2017-11-03,22:53:55,louislb3,@southwestair this is 2 weeks in a row Nashville to nola is late. Sad!!!,-0.6093,0.0,0.0,1.0,0.0,weeks row nashville new orleans late sad,,0
23180,2017-11-03,22:44:08,Andrea1538591,@SouthwestAir So disappointed in your customer service!  Guess your multi-million dollar company needed my $87.12 more than I did!,-0.6094,0.0,0.0,1.0,0.0,disappointed customer service guess muimillion dollar company needed,,3
23197,2017-11-03,22:29:38,TNT_Mariners,Having a thoroughly miserable experience today on @AlaskaAir. But it could be worse. Could be on @SouthwestAir with their new minstrels.,-0.7645,0.0,0.0,1.0,0.0,thoroughly miserable experience today could worse could new minstrels,,1
23218,2017-11-03,22:14:23,megdunlap,"It’s 2017, I should be able to text my flight attendant to bring me more wine. I’ve had one hell of a week. Help me out, @SouthwestAir! ️",-0.4926,0.0,0.0,1.0,0.0,able text flight attendant bring wine i have one hell week help,,1
23222,2017-11-03,22:09:45,thereal_ARG,@SouthwestAir Is thewebsite  an offical SW contest or a SCAM? I want to know before I give them my social security,-0.4084,0.0,0.0,1.0,0.0,thewebsite offical sw contest scam want know give social security,,4
23229,2017-11-03,22:07:06,BrookeBerra,"Two 2-hour flight delays from two different airports two Friday’s in a row. Lil mad at you, @SouthwestAir",-0.4939,0.0,0.0,1.0,0.0,two flight delays two different airports two fridays row lil mad,,4
23244,2017-11-03,21:56:47,mannyswit,@SouthwestAir OMG. Finally non stop to NYC! Been waiting for this day forever!,-0.4184,0.0,0.0,1.0,0.0,omg finally non stop nyc waiting day forever,,4
